Ticker,ATR,Reason,Side,ATR(x),ATR Used,Risk,Position,Position(R),Entry Price,STOP LOSS PRICE,Exit Price,Entry Date,Exit Date,Realized R,Realized gains,Curncy,,Day 2 Date,Day 2 High,Day 2 Low,Day 2 Open,Day 2 Close,Day 3 Date,Day 3 High,Day 3 low,Day 3 open,Day 3 close,Day 4 Date,Day 4 High,Day 4 low,Day 4 open,Day 4 close,Day 5 Date,Day 5 High,Day 5 low,Day 5 open,Day 5 close
857 HK Equity,0.066,BR+(UBS_,long,2,0.13,15507,117481,118000,2.62,2.49,2.6,01/14,01/18,-0.15,-2360,HKD,,1/15/2021,2.63,2.63,2.6,2.58,1/18/2021,2.6,2.6,2.57,2.6,1/19/2021,2.65,2.65,2.62,2.64,1/20/2021,2.66,2.66,2.66,2.63
HIF1 Index,404.7,hedge,short,1,404.7,15506,38,50,28535,28939.7,28838,01/15,01/18,-0.98,-15150,HKD,,1/18/2021,28843,28843,28609,28836,1/19/2021,29905,29905,28842,29614,1/20/2021,29977,29977,29608,29892,1/21/2021,30143,30143,29898,29915
3333 HK Equity,0.538,squeeze,long,2,1.08,15506,14411,15000,15.62,14.54,16.6,01/19,01/19,0.95,14719.5,HKD,,1/20/2021,17.58,17.58,17.5,16.86,1/21/2021,17.26,17.26,17,16.7,1/22/2021,16.7,16.7,16.7,15.68,1/25/2021,17.06,17.06,15.98,16.82
1478 HK Equity,0.684,QR+,long,2,1.37,15509,11337,11000,14.02,12.65,16.89,01/18,01/20,2.03,31540.3,HKD,,1/19/2021,17.3,17.3,16.2,16.98,1/20/2021,18,18,17.48,17.88,1/21/2021,18.16,18.16,18,17.58,1/22/2021,17.7,17.7,17.58,17.2
175 HK Equity,2.51,AH+,long,2,5.02,15504,3088,3000,34.2,29.18,33.3,01/20,01/21,-0.17,-2700,HKD,,1/21/2021,34.25,34.25,34.1,33.3,1/22/2021,33.3,33.3,33.05,32,1/25/2021,34.25,34.25,32.45,33.8,1/26/2021,36.45,36.45,34.7,33.4
2238 HK Equity,0.62,AH-,short,2,1.24,15506,12505,12000,8.77,10.01,8.12,01/19,01/21,0.5,7800,HKD,,1/20/2021,8.55,8.55,8.28,8.35,1/21/2021,8.41,8.41,8.4,8.12,1/22/2021,8.34,8.34,8.19,8.08,1/25/2021,8.1,8.1,8.08,7.89
460 HK Equity,0.124,,short,1.5,0.19,15503,83349,84000,1.68,1.87,1.75,01/21,01/21,-0.38,-5863.2,HKD,,1/22/2021,2.32,2.32,2.18,1.68,1/25/2021,1.86,1.86,1.66,1.46,1/26/2021,1.98,1.98,1.51,1.88,1/27/2021,2.25,2.25,1.93,1.82
460 HK Equity,0.073,TA,short,1.5,0.11,15503,141577,142000,1.51,1.62,1.84,01/21,01/21,-3.05,-47342.8,HKD,,1/22/2021,2.32,2.32,2.18,1.68,1/25/2021,1.86,1.86,1.66,1.46,1/26/2021,1.98,1.98,1.51,1.88,1/27/2021,2.25,2.25,1.93,1.82
1308 HK Equity,1.008,2dt,long,2,2.02,15504,7690,800,19.5,17.48,19.9,01/20,01/22,0.02,320,HKD,,1/21/2021,20.4,20.4,20.35,19.98,1/22/2021,20.35,20.35,19.98,19.9,1/25/2021,20.3,20.3,19.9,19.68,1/26/2021,19.86,19.86,19.28,19.4
1337 HK Equity,0.13,QR+,long,1,0.13,15506,119277,120000,2.54,2.41,2.71,01/20,01/22,1.32,20400,HKD,,1/21/2021,2.75,2.75,2.65,2.58,1/22/2021,2.75,2.75,2.63,2.71,1/25/2021,2.83,2.83,2.8,2.8,1/26/2021,2.88,2.88,2.88,2.7
1776 HK Equity,0.556,BR++(MS),long,1.2,0.67,15506,23240,24000,13.01,12.34,12.24,01/20,01/22,-1.19,-18480,HKD,,1/21/2021,13.36,13.36,13.1,12.84,1/22/2021,12.9,12.9,12.9,12.24,1/25/2021,12.48,12.48,12.38,12.34,1/26/2021,12.4,12.4,12.24,11.8
2269 HK Equity,4.58,BR+(citi),long,3,13.74,15504,1128,1000,112.8,99.06,117,01/20,01/22,0.27,4200,HKD,,1/21/2021,121.9,121.9,120,114.4,1/22/2021,128.2,128.2,118.3,121.3,1/25/2021,125.1,125.1,123.3,120.9,1/26/2021,121.6,121.6,120,115.5
2319 HK Equity,2.245,XR+,long,2,4.49,15506,3454,3000,48.7,44.21,46.3,01/19,01/22,-0.46,-7200,HKD,,1/20/2021,50.45,50.45,47.3,49.3,1/21/2021,50.7,50.7,50,48.1,1/22/2021,48,48,47.8,46.3,1/25/2021,47.95,47.95,47.95,47.65
241 HK Equity,1.18,BR+(DW),long,3,3.54,15503,4379,4000,27.65,24.11,27.8,01/21,01/22,0.04,600,HKD,,1/22/2021,28.6,28.6,27,27.8,1/25/2021,27.5,27.5,27.2,27.05,1/26/2021,27.8,27.8,27.5,26.05,1/27/2021,26.7,26.7,26.55,26.3
3913 HK Equity,0.573,"AH+, BR+(JEFF)",long,2,1.15,15506,13531,14000,8.1,6.95,8.58,01/19,01/22,0.43,6720,HKD,,1/20/2021,8.86,8.86,8.68,8.8,1/21/2021,8.9,8.9,8.79,8.6,1/22/2021,8.64,8.64,8.64,8.58,1/25/2021,9.18,9.18,8.8,8.83
520 HK Equity,1.276,AH-,short,1.5,1.91,15503,8100,8000,18.58,20.49,17.3,01/21,01/22,0.66,10240,HKD,,1/22/2021,17.64,17.64,17.6,17.3,1/25/2021,17.74,17.74,17.5,17.44,1/26/2021,18.08,18.08,17.2,17.48,1/27/2021,17.68,17.68,17.4,17.06
522 HK Equity,6.845,"BR+(MS, citi), SPLC+",long,2,13.69,15503,1132,1100,124,110.31,124.9,01/21,01/22,0.06,990,HKD,,1/22/2021,130.4,130.4,128,124.9,1/25/2021,128.5,128.5,125,126.1,1/26/2021,127.8,127.8,126,122.7,1/27/2021,124.9,124.9,123.5,121.3
881 HK Equity,2.88,BR+(citi),long,1.5,4.32,15506,3589,3500,51.2,46.88,49.6,01/19,01/22,-0.36,-5600,HKD,,1/20/2021,53.25,53.25,52.35,51.6,1/21/2021,52.45,52.45,51.85,50.9,1/22/2021,51.4,51.4,50.05,49.6,1/25/2021,51.4,51.4,49.6,49.5
1797 HK Equity,1.525,XR+,long,3,4.57,15506,3389,3500,28.85,24.28,25.74,01/22,01/25,-0.7,-10900.05,HKD,,1/25/2021,27.85,27.85,27.8,26,1/26/2021,26.5,26.5,26.5,25.45,1/27/2021,28,28,25.9,28,1/28/2021,30.05,30.05,28.05,28.3
883 HK Equity,0.412,AH-,short,1,0.41,15506,37636,35000,7.7,8.11,8.02,01/25,01/25,-0.72,-11200,HKD,,1/26/2021,8.23,8.23,8.05,7.6,1/27/2021,8.18,8.18,7.93,8.06,1/28/2021,8.29,8.29,7.98,7.92,1/29/2021,8.09,8.09,8.05,7.62
354 HK Equity,0.636,AH+,long,1.5,0.95,15503,16250,16000,11.16,10.21,9.85,01/26,01/26,-1.35,-20960,HKD,,1/27/2021,10.02,10.02,9.95,9.78,1/28/2021,9.85,9.85,9.42,9.24,1/29/2021,9.7,9.7,9.31,9.44,2/1/2021,9.95,9.95,9.53,9.84
1138 HK Equity,0.129,QR+,long,2,0.26,15503,60088,60000,3.52,3.26,3.24,01/26,01/28,-1.07,-16578,HKD,,1/27/2021,3.47,3.47,3.45,3.32,1/28/2021,3.29,3.29,3.29,3.1,1/29/2021,3.16,3.16,3.15,3.11,2/1/2021,3.17,3.17,3.08,3.13
1157 HK Equity,0.676,QR+,long,2,1.35,15503,11466,11400,11.48,10.13,10.1,01/21,01/28,-1.01,-15732,HKD,,1/22/2021,11.14,11.14,10.98,11.02,1/25/2021,11.26,11.26,11.16,11,1/26/2021,11,11,11,10.56,1/27/2021,10.84,10.84,10.56,10.68
1308 HK Equity,1.08,QR+,long,2,2.16,15503,7177,8000,19.5,17.34,17.48,01/20,01/28,-1.04,-16160,HKD,,1/21/2021,20.4,20.4,20.35,19.98,1/22/2021,20.35,20.35,19.98,19.9,1/25/2021,20.3,20.3,19.9,19.68,1/26/2021,19.86,19.86,19.28,19.4
1337 HK Equity,0.128,XR+,long,2,0.26,15506,60570,60000,2.53,2.27,2.48,01/19,01/28,-0.19,-3000,HKD,,1/20/2021,2.67,2.67,2.43,2.6,1/21/2021,2.75,2.75,2.65,2.58,1/22/2021,2.75,2.75,2.63,2.71,1/25/2021,2.83,2.83,2.8,2.8
200 HK Equity,0.456,BR-(CS),short,1.5,0.68,15506,22670,23000,13.84,14.52,13.6,01/19,01/28,0.36,5520,HKD,,1/20/2021,14.48,14.48,14.1,13.84,1/21/2021,14.1,14.1,14,13.86,1/22/2021,13.84,13.84,13.8,13.4,1/25/2021,13.5,13.5,13.42,13.24
2269 HK Equity,7.48,QR+,long,2,14.96,15503,1036,1000,108.4,93.44,107.3,01/28,01/28,-0.07,-1100,HKD,,1/29/2021,114.5,114.5,109.9,109.1,2/1/2021,116.7,116.7,111,115.9,2/2/2021,122.2,122.2,120,120.4,2/3/2021,118.9,118.9,116.8,117.6
2333 HK Equity,2.43,QR+,long,1.5,3.65,15503,4253,4500,29.3,25.66,25.5,01/26,01/28,-1.1,-17100,HKD,,1/27/2021,28.4,28.4,28.25,26.3,1/28/2021,26.9,26.9,25.35,25.35,1/29/2021,27.2,27.2,26,24.3,2/1/2021,24.7,24.7,24.3,24.55
345 HK Equity,0.86,BR-(MS),short,2,1.72,15503,9013,10000,30.75,32.47,33.41,01/26,01/28,-1.72,-26600,HKD,,1/27/2021,31.3,31.3,30.8,31.1,1/28/2021,36.6,36.6,30.5,35.9,1/29/2021,34.85,34.85,34.4,33.85,2/1/2021,34.95,34.95,33.5,34.3
3690 HK Equity,17.24,AH+,long,2,34.48,15503,450,400,364.2,329.72,355.6,01/21,01/28,-0.22,-3440,HKD,,1/22/2021,387.6,387.6,370,380.2,1/25/2021,407.6,407.6,384.6,399.8,1/26/2021,395.4,395.4,390.6,378.6,1/27/2021,378.4,378.4,372,364
486 HK Equity,0.481,BR+(GS),long,2,0.96,11506,11960,12000,3.84,2.88,3.47,01/22,01/28,-0.39,-4440,HKD,,1/25/2021,3.68,3.68,3.68,3.66,1/26/2021,3.65,3.65,3.65,3.61,1/27/2021,3.64,3.64,3.64,3.59,1/28/2021,3.58,3.58,3.58,3.47
700 HK Equity,24,BR+(citi),long,1,24,15506,646,600,707,683,681,01/25,01/28,-1.01,-15600,HKD,,1/26/2021,749,749,745,718.5,1/27/2021,729,729,716,701.5,1/28/2021,719.5,719.5,700,681,1/29/2021,717,717,695,681.5
968 HK Equity,1.513,BR+(MAC),long,3,4.54,15503,3415,4000,20.4,15.86,17.48,01/21,01/28,-0.75,-11680,HKD,,1/22/2021,20.05,20.05,19.98,19.06,1/25/2021,19.6,19.6,19.2,19.06,1/26/2021,19.5,19.5,19.4,18.88,1/27/2021,18.96,18.96,18.8,17.82
973 HK Equity,1.004,QR+,long,2,2.01,15503,7721,7750,20.4,18.39,23.2,01/27,01/28,1.4,21700,HKD,,1/28/2021,23.7,23.7,23.2,22.1,1/29/2021,23.05,23.05,22.1,21.35,2/1/2021,21.85,21.85,21.7,21.25,2/2/2021,21.95,21.95,21.95,21.65
HIF1 Index,503,hedge,short,1,503,15506,31,50,29884,30387,28748,01/26,01/28,3.66,56800,HKD,,1/27/2021,29663,29663,29455,29279,1/28/2021,29309,29309,29293,28748,,,,,,,,,,
PNDORA DC Equity,17.76,2dt,long,2,35.52,18226,513,513,688.8,653.28,635,01/04/2021,01/05/2021,-1.51,-27599.4,DKK,,1/5/2021,652.4,652.4,640,630.8,1/6/2021,636.6,636.6,632,630,1/7/2021,645,645,632,632.2,1/8/2021,640.2,640.2,634,637.8
1COV GY Equity,1.079,BR+(GS),long,2,2.16,2433,1127,1127,53.48,51.32,54.18,01/07/2021,01/08/2021,0.32,788.9,EUR,,1/8/2021,54.96,54.96,54.64,54.18,1/11/2021,54.34,54.34,54.14,53.74,1/12/2021,55.44,55.44,54.16,55.06,1/13/2021,55.7,55.7,55.4,55
DHER GY Equity,5.39,BR+(citi),long,3,16.17,2448,151,151,135.5,119.33,135.55,01/05/2021,01/08/2021,0,7.55,EUR,,1/6/2021,144.65,144.65,144.65,138.35,1/7/2021,138.2,138.2,134,134.4,1/8/2021,138.15,138.15,135,135.55,1/11/2021,137.05,137.05,134.8,132.35
DTE GY Equity,0.2555,XR+,long,2,0.51,2433,4761,4761,15.22,14.71,15.2,01/07/2021,01/08/2021,-0.05,-119.03,EUR,,1/8/2021,15.45,15.45,15.45,15.195,1/11/2021,15.27,15.27,15.205,15.19,1/12/2021,15.225,15.225,15.21,15.12,1/13/2021,15.26,15.26,15.12,15.18
FTK GY Equity,2.46,XR+(MF),long,1.5,3.69,2448,663,663,63.6,59.91,66.1,01/05/2021,01/08/2021,0.68,1657.5,EUR,,1/6/2021,64.9,64.9,64.3,64.2,1/7/2021,66,66,64.9,65.6,1/8/2021,67.1,67.1,66.3,66.1,1/11/2021,68.3,68.3,66.5,64.6
HAS LN Equity,4.51,BR-(CS),short,3,13.53,220297,16282,16268,143.29,156.82,148.9,01/06/2021,01/08/2021,-0.41,-91263.48,GBp,,1/7/2021,151.4,151.4,149,149.1,1/8/2021,152,152,151.5,148.9,1/11/2021,149.3,149.3,149.3,144.5,1/12/2021,146.5,146.5,144,145.3
HFG GY Equity,3.35,AH+,long,2,6.7,2856,426,426,65.8,59.1,64.6,01/08/2021,01/08/2021,-0.18,-511.2,EUR,,1/11/2021,65.15,65.15,64.25,63,1/12/2021,65,65,64.2,63.95,1/13/2021,64.75,64.75,64.05,63.95,1/14/2021,65,65,64.2,64.35
KAMBI SS Equity,13.46,QR+,long,2,26.92,24500,910,910,435,408.08,448.2,01/07/2021,01/08/2021,0.49,12012,SEK,,1/8/2021,455,455,440,448.2,1/11/2021,450,450,448.2,440,1/12/2021,444,444,439,436,1/13/2021,457.8,457.8,436.2,449.8
LHN SW Equity,0.977,AH-,short,2,1.95,2635,1349,1349,52,53.95,52.54,01/07/2021,01/08/2021,-0.28,-728.46,CHF,,1/8/2021,53.2,53.2,53.06,52.54,1/11/2021,52.48,52.48,52.4,51.78,1/12/2021,52.4,52.4,52.08,51.94,1/13/2021,52.16,52.16,52.14,51.56
PETS LN Equity,19.48,QR+,long,3,58.44,258169,4418,4418,451.8,393.36,435,01/08/2021,01/08/2021,-0.29,-74222.4,GBp,,1/11/2021,446.8,446.8,446.8,425.4,1/12/2021,431.2,431.2,431.2,416.2,1/13/2021,425.8,425.8,409.8,418,1/14/2021,418.6,418.6,410,406
TRI FP Equity,3.14,QR+,long,2,6.28,2856,455,455,157.7,151.42,148.5,01/08/2021,01/08/2021,-1.47,-4186,EUR,,1/11/2021,151.4,151.4,148.9,151.4,1/12/2021,150.6,150.6,149.9,149.5,1/13/2021,151.4,151.4,149.9,146.3,1/14/2021,152.3,152.3,147.2,151.7
WCH GY Equity,3.34,AH+,long,2,6.68,2433,364,364,120,113.32,121.25,01/07/2021,01/08/2021,0.19,455,EUR,,1/8/2021,122.2,122.2,119.45,121.25,1/11/2021,122.6,122.6,121.5,119.35,1/12/2021,121.9,121.9,119.75,120.25,1/13/2021,122.85,122.85,120.95,120.05
COTN SW Equity,4.74,xr+,long,2,9.48,3101,327,327,200,190.52,205.5,01/08/2021,01/12/2021,0.58,1798.5,CHF,,1/11/2021,208,208,204.5,203,1/12/2021,205.5,205.5,202.5,205.5,1/13/2021,209,209,205.5,204.5,1/14/2021,211.5,211.5,204,210
JD/ LN Equity,34.7,QR+,long,2,69.4,259202,3735,3735,920.12,850.72,858,01/11/2021,01/12/2021,-0.9,-232018.2,GBp,,1/12/2021,892.8,892.8,892.8,858,1/13/2021,865.6,865.6,853,856,1/14/2021,863.4,863.4,855.4,851.4,1/15/2021,864.8,864.8,849.8,829.8
NB2 GY Equity,5.82,ah+,long,2,11.64,2450,210,210,82,70.36,87.8,01/04/2021,01/12/2021,0.5,1218,EUR,,1/5/2021,92.2,92.2,87,91,1/6/2021,92.2,92.2,91.6,89.6,1/7/2021,100,100,90.6,100,1/8/2021,101.5,101.5,101,96
PNDORA DC Equity,22.98,QR+,long,2,45.96,21368,465,465,641.65,595.69,610.6,01/11/2021,01/12/2021,-0.68,-14436.86,DKK,,1/12/2021,638,638,637.4,610.6,1/13/2021,611.2,611.2,610,608.6,1/14/2021,617.6,617.6,610.2,616.2,1/15/2021,623,623,613.6,613
PTEC LN Equity,19.15,QR+,long,2,38.3,258284,6744,6744,467.5,429.2,468.7,01/12/2021,01/12/2021,0.03,8092.8,GBp,,1/13/2021,482.5,482.5,462.9,481.3,1/14/2021,483.2,483.2,479.8,480,1/15/2021,484.8,484.8,484.8,473.4,1/18/2021,480.9,480.9,476.2,480
SGO FP Equity,0.865,QR+,long,2,1.73,2433,1406,1406,42.6,40.87,43,01/07/2021,01/12/2021,0.23,562.4,EUR,,1/8/2021,43.69,43.69,42.99,43.47,1/11/2021,43.74,43.74,43.41,42.93,1/12/2021,43.27,43.27,43.06,43,1/13/2021,43.76,43.76,43.36,43.5
SHL GY Equity,0.85,TA,long,2,1.7,2000,1176,1100,43.97,42.27,43.61,01/12/2021,01/12/2021,-0.2,-390.5,EUR,,1/13/2021,44.34,44.34,43.495,43.8,1/14/2021,44.025,44.025,44.025,43.565,1/15/2021,43.81,43.81,43.25,43.6,1/18/2021,43.625,43.625,43.2,43.31
SHL GY Equity,0.7195,BR+(MF),long,2,1.44,2432,1690,2258,43.49,42.05,43.95,01/06/2021,01/12/2021,0.43,1055.39,EUR,,1/7/2021,44.435,44.435,44.12,44,1/8/2021,44.64,44.64,44.1,44.64,1/11/2021,44.6,44.6,44.495,44.37,1/12/2021,44.205,44.205,43.05,43.61
SW FP Equity,1.78,QR+,long,2,3.56,2856,802,802,74,70.44,75.2,01/08/2021,01/12/2021,0.34,962.4,EUR,,1/11/2021,77,77,76.8,74.88,1/12/2021,78.2,78.2,76.34,75.2,1/13/2021,75.54,75.54,75.28,74.22,1/14/2021,77.14,77.14,74.62,76.82
TMV GY Equity,1.49,QR+,long,2,2.98,2871,964,964,43.13,40.15,41.51,01/11/2021,01/12/2021,-0.54,-1561.68,EUR,,1/12/2021,42.5,42.5,41.56,41.51,1/13/2021,42.67,42.67,42,41.93,1/14/2021,42.45,42.45,42.1,41.58,1/15/2021,41.7,41.7,41.5,40.33
UNIR IM Equity,0.528,CIR+(KP),long,2,1.06,2433,2304,2304,13.56,12.5,14.54,01/07/2021,01/12/2021,0.93,2257.92,EUR,,1/8/2021,15.08,15.08,14.76,14.9,1/11/2021,15.1,15.1,14.94,14.66,1/12/2021,14.88,14.88,14.8,14.54,1/13/2021,14.84,14.84,14.6,14.52
VGH1 Equity,51.9,hedge,short,1.5,77.85,2871,37,40,3622,3699.85,3614,01/11/2021,01/12/2021,0.11,320,EUR,,1/12/2021,3624,3624,3612,3600,1/13/2021,3612,3612,3602,3606,1/14/2021,3635,3635,3610,3629,1/15/2021,3626,3626,3624,3585
VWS DC Equity,45.1,ah+,long,2,90.2,18226,202,202,1445,1354.8,1425.5,01/04/2021,01/12/2021,-0.22,-3939,DKK,,1/5/2021,1482,1482,1477,1463.5,1/6/2021,1520,1520,1493,1510,1/7/2021,1564.5,1564.5,1544,1560,1/8/2021,1605,1605,1570,1560
CA FP Equity,0.3635,AH-,short,3,1.09,2865,2627,2627,16.95,18.04,17.61,01/13/2021,01/13/2021,-0.61,-1740.12,EUR,,1/14/2021,17.44,17.44,16.52,17.1,1/15/2021,16.74,16.74,16.36,16.61,1/18/2021,15.75,15.75,15.485,15.46,1/19/2021,15.67,15.67,15.525,15
FTI FP Equity,0.3446,AH+,long,1.5,0.52,2856,5525,5525,9.35,8.83,10,01/08/2021,01/13/2021,1.26,3591.25,EUR,,1/11/2021,7.337072574,7.337072574,7.1079,7.1094,1/12/2021,7.796848568,7.796848568,7.3133,7.6406,1/13/2021,7.88612546,7.88612546,7.8489,7.4397,1/14/2021,7.34897616,7.34897616,7.2389,7.349
KGF LN Equity,7.84,QR+,long,2,15.68,258284,16472,16472,287.7,272.02,282.9,01/12/2021,01/13/2021,-0.31,-79065.6,GBp,,1/13/2021,286.6,286.6,286.2,282.9,1/14/2021,284.7,284.7,283.6,279.6,1/15/2021,281.5,281.5,279.7,269.4,1/18/2021,271.4,271.4,269,268.7
MTX GY Equity,6.87,BR-(citi),short,2,13.74,2871,209,209,206.5,220.24,205.8,01/11/2021,01/13/2021,0.05,146.3,EUR,,1/12/2021,207.3,207.3,205.2,205,1/13/2021,206.1,206.1,205.1,205.8,1/14/2021,213,213,206.3,212.1,1/15/2021,213.6,213.6,210,212.1
ROG SW Equity,6.04,BR+(UBS),long,2,12.08,3100,257,257,313.1,301.02,312,01/13/2021,01/13/2021,-0.09,-282.7,CHF,,1/14/2021,313.7,313.7,311.5,312.05,1/15/2021,316.8,316.8,309.61,316.65,1/18/2021,318,318,315.61,314.95,1/19/2021,318.95,318.95,316.45,318.2
STM IM Equity,0.841,QR+,long,2,1.68,2856,1698,1698,33.8,32.12,33.67,01/08/2021,01/13/2021,-0.08,-220.74,EUR,,1/11/2021,33.71,33.71,32.95,33.34,1/12/2021,33.91,33.91,33.75,33.63,1/13/2021,33.91,33.91,33.62,33.67,1/14/2021,34.16,34.16,34.06,33.34
STMN SW Equity,20.24,BR-(MF),short,2,40.48,3106,77,77,998.2,1038.68,1015,01/11/2021,01/13/2021,-0.42,-1293.6,CHF,,1/12/2021,1010,1010,994,1001.5,1/13/2021,1030.5,1030.5,1006.5,1015,1/14/2021,1042,1042,1015,1036.5,1/15/2021,1037,1037,1029.5,1022
TEMN SW Equity,3.755,QR++,long,2,7.51,3100,413,413,112.25,104.74,114.36,01/13/2021,01/13/2021,0.28,871.55,CHF,,1/14/2021,117.1,117.1,115.05,112.75,1/15/2021,112.25,112.25,112,108.85,1/18/2021,112.1,112.1,108.8,110.75,1/19/2021,115.1,115.1,111.8,114.45
THG LN Equity,30.35,QR+,long,2,60.7,258284,4255,4255,826,765.3,785,01/12/2021,01/13/2021,-0.68,-174455,GBp,,1/13/2021,818.5,818.5,818.5,785,1/14/2021,780,780,768,765,1/15/2021,773,773,762,740,1/18/2021,763,763,730.5,759.5
TKWY NA Equity,2.892,QR++,long,2,5.78,2865,495,495,101.5,95.72,97.09,01/13/2021,01/13/2021,-0.76,-2185.43,EUR,,1/14/2021,97.88,97.88,97.8,93.18,1/15/2021,92.86,92.86,92.86,88.78,1/18/2021,90.18,90.18,89,87.72,1/19/2021,88.74,88.74,88.48,88.48
ASC LN Equity,224.4,QR++,long,2,448.8,255960,570,570,5402,4953.2,4836,01/13/2021,01/15/2021,-1.26,-322620,GBp,,1/14/2021,5446,5446,5446,5186,1/15/2021,5180,5180,5154,4836,1/18/2021,4999,4999,4999,4823,1/19/2021,4813,4813,4813,4578
AZM IM Equity,0.317,QR+,long,2,0.63,2879,4541,4541,18.16,17.52,18.41,01/12/2021,01/15/2021,0.4,1157.95,EUR,,1/13/2021,19.05,19.05,18.405,18.915,1/14/2021,18.925,18.925,18.845,18.58,1/15/2021,18.715,18.715,18.69,18.41,1/18/2021,18.495,18.495,18.36,18.495
BAS GY Equity,1.617,BR+(MF),long,2,3.23,2865,886,886,68.03,64.8,67.29,01/13/2021,01/15/2021,-0.23,-655.64,EUR,,1/14/2021,68.41,68.41,68.12,68.1,1/15/2021,68.02,68.02,67.64,67.29,1/18/2021,67.6,67.6,66.5,67.48,1/19/2021,68.16,68.16,67.96,66.59
BOO LN Equity,11.65,"QR+, G+",long,2,23.3,256485,11008,11008,370,346.7,338.2,01/14/2021,01/15/2021,-1.36,-350054.4,GBp,,1/15/2021,355.4,355.4,353.1,338.2,1/18/2021,349,349,336.2,338.3,1/19/2021,345,345,345,325,1/20/2021,332.9,332.9,325,331.2
BOSN SW Equity,5.26,QR+,long,3,15.78,3107,197,197,191.6,175.82,196.6,01/14/2021,01/15/2021,0.32,985,CHF,,1/15/2021,201,201,198,196.6,1/18/2021,200.5,200.5,196,198.4,1/19/2021,201.5,201.5,198.6,200,1/20/2021,206,206,199,205
DPH LN Equity,89.6,QR+,long,2,179.2,256485,1431,1431,3578,3398.8,3570,01/14/2021,01/15/2021,-0.04,-11448,GBp,,1/15/2021,3610,3610,3610,3570,1/18/2021,3650,3650,3570,3644,1/19/2021,3690,3690,3680,3662,1/20/2021,3698,3698,3698,3664
DPW GY Equity,0.919,QR++,long,2,1.84,2865,1559,1159,42.05,40.21,42.7,01/13/2021,01/15/2021,0.26,753.35,EUR,,1/14/2021,43.64,43.64,42.46,43.6,1/15/2021,43.52,43.52,43.48,42.7,1/18/2021,43.67,43.67,42.44,43.31,1/19/2021,43.57,43.57,43.49,42.91
ENR GY Equity,1.345,BR+(DB),long,2,2.69,2865,1065,1065,32.19,29.5,30.63,01/13/2021,01/15/2021,-0.58,-1661.4,EUR,,1/14/2021,34.28,34.28,33.9,32.68,1/15/2021,32.07,32.07,31.12,30.63,1/18/2021,31.85,31.85,30.71,31.67,1/19/2021,32.25,32.25,32.2,31.5
FR FP Equity,1.037,QR+,long,2,2.07,2865,1381,1381,31.39,29.32,30.92,01/15/2021,01/15/2021,-0.23,-649.07,EUR,,1/18/2021,31.16,31.16,30.6,31.01,1/19/2021,31.38,31.38,31.35,30.42,1/20/2021,31.72,31.72,30.54,31.35,1/21/2021,32.34,32.34,31.56,31.96
GEBN SW Equity,9.46,QR+,long,3,28.38,3107,109,109,600,571.62,559.2,01/14/2021,01/15/2021,-1.43,-4447.2,CHF,,1/15/2021,565.6,565.6,565,559.2,1/18/2021,566,566,560.8,557,1/19/2021,561.2,561.2,560,557.4,1/20/2021,562.2,562.2,558.4,553.4
IFX GY Equity,0.8715,xr+,long,2,1.74,2856,1639,1639,33.18,31.44,33.67,01/08/2021,01/15/2021,0.28,803.11,EUR,,1/11/2021,34.455,34.455,34.295,33.55,1/12/2021,34.62,34.62,33.86,34.62,1/13/2021,35.115,35.115,34.7,34.9,1/14/2021,35.53,35.53,35.325,34.33
